心脏病所致的精神障碍,DIS
心脏粘液肉瘤,DIS
心脏纵隔和胸膜交搭跨越的恶性肿瘤,DIS
心脏起博器移位,DIS
心脏起博器调整和管理,DIS
心脏运动过度综合征,DIS
心脏阴影异常,DIS
心腱索断裂,DIS
心血管疾患的特殊筛选检查,DIS
心血管病并发于妊娠分娩和产褥期,DIS
必需脂脂肪酸,DIS
志贺克鲁泽痢疾,DIS
志贺菌病,DIS
念珠状苔癣,DIS
念珠菌性肠炎,DIS
怀疑和明显的躲藏,DIS
急产婴儿胎儿和新生儿受急产的影响,DIS
急产母亲,DIS
急性丙型病毒性肝炎伴黄疸型,DIS
急性丙型病毒性肝炎无黄疸型,DIS
急性丙型病毒性肝炎重型,DIS
急性严重哮喘,DIS
急性乙型病毒性肝炎不伴有丁型肝炎病毒感染并伴有肝昏迷,DIS
急性乙型病毒性肝炎伴有丁型肝炎病毒感染但不伴有肝昏迷,DIS
急性乙型病毒性肝炎伴有丁型肝炎病毒感染并伴有肝昏迷,DIS
急性乙型病毒性肝炎伴肝昏迷,DIS
急性亚急性风湿性关节炎,DIS
急性全脓胸伴肺不张,DIS
急性出血性胃肠炎,DIS
急性出血性脑灰质炎,DIS
急性出血性贫血,DIS
急性前膈心肌梗死,DIS
急性包涵体性脑炎,DIS
急性化脓性扁桃腺炎,DIS
急性化脓性阑尾穿孔伴腹膜炎,DIS
急性十二指肠溃疡,DIS
急性十二指肠溃疡伴出血,DIS
急性十二指肠溃疡伴出血和穿孔,DIS
急性十二指肠溃疡伴穿孔,DIS
急性单核细胞性白血病,DIS
急性卡他性中耳炎,DIS
急性及亚急性缺血性心脏病,DIS
急性发热性中性白细胞皮肤病,DIS
急性发热性粘膜皮肤淋巴结综合征,DIS
急性和亚急性出血性脑白质炎,DIS
急性喉炎伴喉梗阻,DIS
急性喘息性气管炎,DIS
急性坏死型黑热病,DIS
急性增殖腺体炎,DIS
急性多发性结核病,DIS
急性多形性精神病性障碍伴有精神分裂症症状的,DIS
急性头部淋巴结炎,DIS
急性延髓型脊髓灰质炎,DIS
急性循环充血,DIS
急性心功能衰竭,DIS
急性心肌梗死后的近期并发症乳头肌断裂,DIS
急性心肌梗死后的近期并发症室间隔缺损,DIS
急性心肌梗死后的近期并发症心包积血,DIS
急性心肌梗死后的近期并发症心壁破裂,DIS
急性心肌梗死后的近期并发症心房心耳和心室的血栓形成,DIS
急性心肌梗死后的近期并发症房间隔缺损,DIS
急性心肌梗死后的近期并发症腱索断裂,DIS
急性感染性多神经炎,DIS
急性慢性高山反应,DIS
急性抑郁性精神压力反应,DIS
急性播散性多浆膜炎,DIS
急性无黄疸型病毒性肝炎,DIS
急性暴发性肝炎伴肝昏迷,DIS
急性查加斯病,DIS
急性查加斯病伴心血管疾病,DIS
急性活动性风湿性心包炎伴肺炎,DIS
急性消化性溃疡伴出血及穿孔胃及十二指肠溃疡,DIS
急性淋巴管炎伴脓肿或蜂窝织炎,DIS
急性淋巴结脓肿,DIS
急性淋巴结腺炎,DIS
急性淋巴结节性咽炎,DIS
急性淋球菌性菌龟头炎,DIS
急性渗出性中耳炎,DIS
急性由于操作引起肾衰竭,DIS
急性病毒性肝炎伴肝昏迷,DIS
急性空肠溃疡伴穿孔,DIS
急性粟粒性结核病,DIS
急性红细胞性骨髓组织增生多症,DIS
急性细菌食物贝壳类蛤贝中毒,DIS
急性肝炎非病毒性,DIS
急性肝萎缩,DIS
急性肠梗阻,DIS
急性肺原性心脏病,DIS
急性肺水肿伴心力衰竭,DIS
急性肺水肿提及心脏病心力衰竭,DIS
急性肺水肿由于溺水,DIS
急性肾功能衰竭尿毒症期,DIS
急性肾小球坏死,DIS
急性肾小管间质肾炎,DIS
急性肾盂积脓,DIS
急性肾衰竭伴急性肾皮质坏死,DIS
急性胃十二指肠溃疡伴出血,DIS
急性胃十二指肠溃疡伴穿孔,DIS
急性胃十二指肠溃疡伴穿孔出血,DIS
急性胃溃疡伴出血,DIS
急性胃溃疡伴出血和穿孔,DIS
急性胃溃疡伴穿孔,DIS
急性胃粘膜病变伴出血,DIS
急性胰坏死,DIS
急性脊髓梗塞,DIS
急性脑炎,DIS
急性腋淋巴结炎,DIS
急性膈面下壁心肌梗死,DIS
急性膈面心肌梗死,DIS
急性膜性增殖性肾小球肾炎,DIS
急性臂淋巴管炎,DIS
急性蜂窝织炎,DIS
急性血原性骨髓炎,DIS
急性触染性眼炎,DIS
急性躯干淋巴结炎,DIS
急性迷路充血,DIS
急性酒精性肝炎,DIS
急性重型病毒性肝炎,DIS
急性间歇性肝血卟啉病,DIS
急性间质性胰腺炎,DIS
急性阑尾炎伴脓肿,DIS
急性阿米巴病,DIS
急性非特异性心包炎,DIS
急性非痢疾性阿米巴肠炎,DIS
急性面淋巴结炎,DIS
急性颈椎扭伤,DIS
急性风湿性瓣膜炎,DIS
急性风湿性舞蹈病,DIS
急性骨膜炎,DIS
急性高原病,DIS
急性麻痹性脊髓灰质炎与接种有关的,DIS
急性麻痹性脊髓灰质炎其他和未特指的,DIS
急性麻痹性脊髓灰质炎外地引入的野病毒,DIS
急性麻痹性脊髓灰质炎本地存在的野病毒,DIS
急性黄疸型肝炎,DIS
急性黄疸性丁型肝炎,DIS
急进型局灶性肾炎综合征,DIS
急进型肾小球病,DIS
急进型肾小球肾炎,DIS
急进型肾炎,DIS
急进型高血压病,DIS
性传播模式的传染病的特殊筛选检查,DIS
性偏离,DIS
性发育不全,DIS
性教育咨询,DIS
性机能延迟发育综合征,DIS
性染色体异常女性表型,DIS
性染色体异常男性表型,DIS
性格障碍,DIS
性病性肉芽肿,DIS
性病性衣原体性淋巴肉芽肿,DIS
性病性龟头炎,DIS
性角色障碍,DIS
性连锁遗传的低色素铁粒幼红细胞性贫血,DIS
总胆管十二指肠瘘,DIS
总胆管结石伴急性化脓性胆管炎,DIS
总胆管结石伴慢性胆囊炎,DIS
恋尸症,DIS
恐怖症状,DIS
恐惧性震颤,DIS
恐惧情况未证实,DIS
恐水症,DIS
恩乔推拉病,DIS
恩格曼氏病,DIS
恩维霉素,DIS
息肉性胆囊炎,DIS
息肉样子宫内膜增生,DIS
恶心病晕船晕车晕飞机,DIS
恶性丘疹病,DIS
恶性中性白细胞减少症,DIS
恶性厥冷型疟疾,DIS
恶性外耳道炎,DIS
恶性小神经胶质细胞瘤,DIS
恶性布伦纳氏瘤,DIS
恶性浆细胞瘤,DIS
恶性炭疽栋毛工病,DIS
恶性独立的多个部位的肿瘤,DIS
恶性疟恶性间日疟,DIS
恶性痈,DIS
恶性纤维上皮瘤恶性布伦纳瘤,DIS
恶性肿瘤切除个人史,DIS
恶性肿瘤化疗后的随诊检查,DIS
恶性肿瘤放疗后的随诊检查,DIS
恶性肿瘤肌无力综合征,DIS
恶性肿瘤肌病,DIS
恶性脓疱,DIS
恶性营养不良,DIS
恶性超高热型疟疾,DIS
恶性近视眼,DIS
恶性面部肉芽肿,DIS
恶露产后经阴道排出和分泌物,DIS
悖备型人格障碍,DIS
患病或受滋扰的家庭成员的问题,DIS
悬乳,DIS
悬雍垂囊肿,DIS
悬雍垂息肉,DIS
悬雍垂肥大,DIS
悬雍垂过长,DIS
悲哀反应,DIS
情感性人格疾患,DIS
情感性精神病,DIS
情绪性睡眠障碍,DIS
惠普尔氏病,DIS
惠特莫尔热,DIS
惯穿性动脉闭塞和狭窄,DIS
感冒所致的精神障碍,DIS
感染后器质性精神病,DIS
感染后多发性周围神经病,DIS
感染后甲状腺机能减退,DIS
感染后青光眼,DIS
感染性共济失调,DIS
感染性再生不良性贫血骨髓造血功能停滞感染,DIS
感染性尿道狭窄,DIS
感染性睾丸水囊肿,DIS
感染性精索水囊肿,DIS
感染性脑炎,DIS
感染性腹膜炎,DIS
感染性荨麻疹,DIS
感染性鞘膜水囊肿,DIS
感染性颞下颌关节炎,DIS
感染性骨膜炎,DIS
感觉异常性股痛症,DIS
感觉神经性耳聋,DIS
感觉神经母细胞瘤,DIS
感音性聋,DIS
慢快综合征,DIS
慢性下泌尿生殖道淋病,DIS
慢性乙型病毒性肝炎不伴有丁型肝炎病毒感染,DIS
慢性乙型病毒肝炎伴有丁型肝炎病毒感染,DIS
慢性伴有短暂性甲状腺毒症甲状腺炎,DIS
慢性儿童期肉芽肿性疾病,DIS
慢性全身性充血,DIS
慢性创伤性脊椎炎,DIS
慢性前列腺炎伴出血,DIS
慢性化脓性中耳炎伴骨疡,DIS
慢性化脓性中耳炎骨疡型肉芽型坏死性,DIS
慢性化脓性乳突炎,DIS
慢性化脓性支气管炎,DIS
慢性化脓性溃疡性喉痛,DIS
慢性单核细胞性白血病,DIS
慢性单纯性青光眼,DIS
慢性卡他性咽鼓管及鼓室,DIS
慢性呼吸道感染,DIS
慢性咽鼓管及鼓室炎,DIS
慢性喉炎伴慢性气管炎,DIS
慢性嗜酸粒细胞性肺,DIS
慢性坏死性乳突炎,DIS
慢性增殖腺体炎,DIS
慢性多发性对称性骨关节病,DIS
慢性多发性结核病,DIS
慢性失血致贫血,DIS
慢性子宫颈及宫颈内膜炎,DIS
慢性家族性非溶血性黄疸,DIS
慢性幼年型关节炎,DIS
慢性庚型病毒性肝炎,DIS
慢性弥漫性肾小球膜性增殖性肾小球肾炎,DIS
慢性弥漫性肾小球膜毛细血管性肾小球肾炎,DIS
慢性弥漫性膜性肾小球肾炎,DIS
慢性心肌缺血,DIS
慢性戊型病毒性肝炎,DIS
慢性或未特指的十二指肠溃疡伴穿孔,DIS
慢性扁桃体炎和腺样体增生,DIS
慢性手碎裂音滑膜炎,DIS
慢性查加斯病,DIS
慢性格林巴利氏综合征,DIS
慢性气管炎伴慢性喉炎,DIS
慢性气肿型支气管炎,DIS
慢性泪囊周围炎,DIS
慢性活动性丙型病毒性肝炎,DIS
慢性活动性乙型肝炎,DIS
慢性活动性病毒性肝炎,DIS
慢性淋病性尿道炎,DIS
慢性混合的单纯性支气管炎,DIS
慢性牙龈炎,DIS
慢性特发性组织细胞增多症,DIS
慢性特发性黄瘤病,DIS
慢性甲型活动性肝炎,DIS
慢性疼痛性人格综合征,DIS
慢性病毒性肝炎伴肝昏迷,DIS
慢性皮质下脑病,DIS
慢性移植肾功能衰竭,DIS
慢性粒细胞性白血病急性发作,DIS
慢性粒细胞性白血病急淋变,DIS
慢性粒细胞缺乏,DIS
慢性粘液性中耳炎,DIS
慢性粘连渗出性心包炎,DIS
慢性紧张性头痛,DIS
慢性红斑性胃窦炎,DIS
慢性组织细胞增多症,DIS
慢性结核性多浆膜炎,DIS
慢性继发感染性支气管炎,DIS
慢性肝炎伴亚急性肝坏死,DIS
慢性肝炎重型,DIS
慢性肝萎缩,DIS
慢性肠道缺血综合征,DIS
慢性肠道阿米巴病,DIS
慢性肾功能不全氮质血症期,DIS
慢性肾盂积脓,DIS
慢性胃十二指肠溃疡,DIS
慢性胃十二指肠溃疡伴穿孔,DIS
慢性胃十二指肠溃疡伴穿孔出血,DIS
慢性胃吻合口炎,DIS
慢性腕碎裂音滑膜炎,DIS
慢性膝关节滑膜炎,DIS
慢性舌乳头炎,DIS
慢性萎缩性胃炎伴慢性出血,DIS
慢性葡萄膜炎,DIS
慢性被动性肝郁血,DIS
慢性输卵管和卵巢炎,DIS
慢性迁延性丙型病毒性肝炎,DIS
慢性迁延性病毒性肝炎,DIS
慢性进行性童年延髓性瘫痪,DIS
慢性进行皮质下脑炎,DIS
慢性迷路出血,DIS
慢性酒精性中毒性脑综合征,DIS
慢性酒精性脑病,DIS
慢性重型丙型病毒性肝炎,DIS
慢性重型乙型病毒肝炎,DIS
慢性重型病毒性肝炎,DIS
慢性阻塞性气道疾病,DIS
慢性阻塞性肾盂肾炎,DIS
慢性阿米巴性痢疾,DIS
慢性阿米巴病,DIS
慢性阿米巴病肠炎,DIS
慢性隐伏型菌痢,DIS
慢性非充血性青光眼,DIS
慢性非化脓性破坏性胆管炎,DIS
慢性非痢疾性阿米巴肠炎,DIS
慢性风湿性心内膜炎,DIS
慢性风湿性心瓣膜炎,DIS
慢性风湿性心肌炎,DIS
慢性风湿性心脏病,DIS
慢性风湿性舞蹈病,DIS
慢性风湿病后关节病,DIS
慢性骨膜炎,DIS
慢性鼓窦隐窝炎,DIS
慢病毒感染,DIS
戈德堡马克斯韦尔综合征,DIS
戈德布拉特肾,DIS
戈谢病或戈谢脾大,DIS
戊型病毒性肝炎亚急性重型,DIS
戊型病毒性肝炎伴有肝昏迷,DIS
戊型病毒性肝炎急性无黄疸型,DIS
戊型病毒性肝炎急性重型,DIS
戊型病毒性肝炎急性黄疸型,DIS
戊型病毒性肝炎胆汁淤积型,DIS
成人人格障碍,DIS
成人发病型糖尿病,DIS
成人垂体功能减退症,DIS
成人型神经节苷脂沉积症,DIS
成人型类风湿性关节炎,DIS
成人型肺透明膜病,DIS
成人腕月骨骨软骨病,DIS
成人虐待效应,DIS
成人骨软化,DIS
成年人异食症,DIS
成年型斯蒂尔病或综合征,DIS
成年型糖尿病,DIS
成熟期发病糖尿病非肥胖肥胖,DIS
成脂细胞瘤,DIS
成骨不全伴有蓝巩膜,DIS
成骨不全骨脆症,DIS
戒药脱药瘾综合征成人,DIS
战壕口炎,DIS
截断术残端的挛缩,DIS
截断术残端的水肿,DIS
截断术残端的血肿,DIS
截肢术后,DIS
戴克杨型继发性症状性贫血,DIS
戴蒙德布菜克芬贫血,DIS
房壁瘤心壁动脉瘤,DIS
房室传导阻滞完全房室阻滞,DIS
房室肥厚,DIS
房室节内双径,DIS
房性期外收缩,DIS
房性过早收缩,DIS
房角后退,DIS
所有同胎均为死产的其他多胎出生地点,DIS
扁平指趾甲,DIS
扁平角膜,DIS
扁桃体交搭跨越的恶性肿瘤,DIS
扁桃体咽炎,DIS
扁桃体术后个人史,DIS
